molecule_chembl_id,canonical_smiles,true_pIC50,role
CHEMBL309392,C[C@@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@H](C)C(=O)NCCN,4.7695512771606445,background
CHEMBL312451,C[C@@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@H](C)C(=O)OC(C)(C)C,4.397940158843994,background
CHEMBL490775,C[C@H](NC(=O)[C@H](C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)O,5.15490198135376,background
CHEMBL488101,C[C@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@@H](C)C(=O)NCCN,4.698969841003418,background
CHEMBL483234,C[C@H](NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)N[C@@H](C)C(=O)OC(C)(C)C,4.397940158843994,background
CHEMBL3741655,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1-c1nnc(C)c2nn(-c3ccc(Cl)cc3)cc12,5.593459606170654,background
CHEMBL3740582,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1-c1nnc(C)c2nn(-c3ccccc3)cc12,5.410050392150879,background
CHEMBL3741069,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1C(=O)c1cn(-c2ccccc2)nc1-c1ccccc1,5.591760158538818,background
CHEMBL2047245,CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1,4.3705902099609375,background
CHEMBL76116,Cc1[nH]c2ncnc(Oc3cccc(Cl)c3)c2c1C,5.602059841156006,background
CHEMBL5281446,CC(C)c1nn(C(C)C)c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc12,5.619788646697998,background
CHEMBL461571,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,5.649752140045166,background
CHEMBL1683957,Cc1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncnc1-c1ccccc1,4.698969841003418,background
CHEMBL1242208,CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,4.0,background
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,5.850780963897705,background
CHEMBL443268,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.274905681610107,background
CHEMBL1242665,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.346787452697754,background
CHEMBL592224,Cc1cc(C)c(O)c(CN(Cc2ccc(F)cc2)C(=S)Nc2ccccc2)c1,4.711974620819092,background
CHEMBL1241775,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,4.15490198135376,background
CHEMBL592247,Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=S)Nc2ccccc2)c1,5.2343316078186035,background
CHEMBL459729,Cc1cc(C2CCN(CCCF)CC2)cc2[nH]c(-c3c(NCCn4cc(Cl)cn4)cc[nH]c3=O)nc12,4.677780628204346,background
CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,5.25562858581543,background
CHEMBL543600,CC(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,4.0,background
CHEMBL3798556,CC(O)c1ccc(NC(=O)c2cc3ccccc3[nH]2)cc1,4.455932140350342,background
CHEMBL3800448,CC(O)c1cccc(NC(=O)c2cc3ccccc3[nH]2)c1,4.4685211181640625,background
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,5.449404716491699,background
CHEMBL1683949,Cc1cc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncn1,5.958607196807861,background
CHEMBL1077069,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3nc(C)cc(C)n3)cc2)=N1,4.097997188568115,background
CHEMBL1077068,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)=N1,4.054039478302002,background
CHEMBL311111,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN6CCOCC6)cc5)sc34)ccc2[nH]1,5.903090000152588,background
CHEMBL6012901,CCC(=O)N1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)N5CCCCC5)C4)nnc3C(N)=O)cc2)CC1,5.259637355804443,background
CHEMBL3742060,Cc1ccc(-n2cc3c(-c4c(C)[nH]c(-c5ccccc5)c4-c4ccccc4)nnc(C)c3n2)cc1,5.265200138092041,background
CHEMBL3739586,Cc1ccc(-n2cc3c(-c4c[nH]c(-c5ccccc5)c4-c4ccccc4)nnc(O)c3n2)cc1,5.462181091308594,background
CHEMBL592707,Cc1ccc(/C=N/NC2=NC(=O)CS2)cc1,5.486782550811768,background
CHEMBL3234743,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc(O)nc1,5.876148223876953,background
CHEMBL3234740,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnccn1,5.408935546875,background
CHEMBL3604918,CCC(=O)Nc1cc(Nc2cc[nH]n2)nc(-c2ccccc2)n1,5.4685211181640625,background
CHEMBL363607,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,4.339134693145752,background
CHEMBL2029699,Cc1ccc(N2NC(=O)/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)cc1Cl,5.065501689910889,background
CHEMBL5286730,Cc1ccc(NC(=O)CSc2nc3cc4ccccc4cc3c(=O)n2-c2ccc(S(N)(=O)=O)cc2)cc1C,5.408935546875,background
CHEMBL5571083,CCC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccc(C)cc4)cc3F)ncnc2cc1OC,5.074069499969482,background
CHEMBL5574213,CCC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccc(F)cc4)cc3F)ncnc2cc1OC,5.218684673309326,background
CHEMBL5571542,CCC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccccc4)cc3F)ncnc2cc1OC,5.7426958084106445,background
CHEMBL5573159,CCC(=O)Nc1cc2c(Oc3ccc(NC(=O)c4sc(-c5ccccc5)nc4C)cc3F)cccc2cc1OC,5.409158229827881,background
CHEMBL1641991,CCC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,4.681936740875244,background
CHEMBL187431,Cc1ccc(Nc2ncnn3c(C)ccc23)cc1O,4.531652450561523,background
CHEMBL464721,CCC(C)/C=C/C(=O)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]1C[C@@H](O)[C@H](C(=O)O)O1,5.79587984085083,background
CHEMBL347854,Cc1ccc(S(=O)(=O)c2c(SSc3[nH]c4ccccc4c3S(=O)(=O)c3ccc(C)cc3)[nH]c3ccccc23)cc1,4.542118072509766,background
CHEMBL184311,Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,5.48811674118042,background
CHEMBL5571786,CCCC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccc(OC)cc4)cc3F)ncnc2cc1OC,5.082137107849121,background
CHEMBL5570716,CCCC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccccc4)cc3F)ncnc2cc1OC,5.454416275024414,background
CHEMBL206483,Cc1cccc(-n2ncc3c(NCc4ccc5c(c4)OCO5)ncnc32)c1,4.823908805847168,background
CHEMBL590568,Cc1cccc(/C=N/NC2=NC(=O)CS2)c1,4.629117012023926,background
CHEMBL534948,Cc1cccc(C)c1Nc1ncc(-c2ccc(OCC3CCCN(C)C3)cc2)n2cncc12,5.56383752822876,background
CHEMBL589801,Cc1cccc(CN(Cc2ccc(F)cc2)C(=S)Nc2ccccc2)c1O,5.068542003631592,background
CHEMBL604785,Cc1cccc(CN(Cc2ccc(O)cc2)C(=S)Nc2ccccc2)c1O,5.460923671722412,background
CHEMBL589590,CCCCN(Cc1cc(Br)cc(Br)c1O)C(=S)Nc1ccccc1,4.495665073394775,background
CHEMBL591440,CCCCN(Cc1cc(Cl)cc(Cl)c1O)C(=S)Nc1ccccc1,4.608182907104492,background
CHEMBL606027,CCCCN(Cc1cccc(Br)c1O)C(=S)Nc1ccccc1,4.656788349151611,background
CHEMBL591437,CCCCN(Cc1cccc(C)c1O)C(=S)Nc1ccccc1,4.364415645599365,background
CHEMBL589413,CCCCN(Cc1cccc(Cl)c1O)C(=S)Nc1ccccc1,4.741841793060303,background
CHEMBL77100,CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.309894561767578,background
CHEMBL332269,CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.3565473556518555,background
CHEMBL5926198,CCN(CC)C(=O)N[C@@H]1CCCN(c2nnc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)C1,5.259637355804443,background
CHEMBL50470,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.861769199371338,background
CHEMBL954,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,5.978810787200928,background
CHEMBL49120,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,5.4062395095825195,background
CHEMBL5415774,CCNS(=O)(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC,5.312025547027588,background
CHEMBL109296,CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.346787452697754,background
CHEMBL5923228,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCC#Cc4cccc5c4C(=O)N([C@@H](C(=O)Nc4nccs4)c4cc(F)ccc4O)C5)c3C2=O)C(=O)N1,5.292513370513916,background
CHEMBL3612599,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cc(C)cc(C)c4)c3cc21,5.823908805847168,background
CHEMBL3612578,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(Cl)cc4)c3cc21,5.92081880569458,background
CHEMBL3612574,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,5.107905387878418,background
CHEMBL3612580,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC)cc4)c3cc21,5.12493896484375,background
CHEMBL293889,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,5.3665313720703125,background
CHEMBL1641994,CCOC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,4.892789840698242,background
CHEMBL1080990,CCOC(=O)c1[nH]c(C)c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,5.917214393615723,background
CHEMBL64430,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,5.301030158996582,background
CHEMBL62843,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,4.0,background
CHEMBL5760794,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NC(CO)c3ccccc3)c2c1)C1=CNNN1,5.3517374992370605,background
CHEMBL2385981,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,5.301030158996582,background
CHEMBL2385980,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,5.259637355804443,background
CHEMBL5971019,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCC#Cc2cccc3c2C(=O)N(C(C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)C(C)(C)C)cc1,5.97930383682251,background
CHEMBL6052743,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCN2CCN(Cc3ccc(-c4cc5c(NCc6ccccc6Cl)ncnc5[nH]4)cc3)CC2)c1,5.5155253410339355,background
CHEMBL6009455,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCN2CCN(Cc3ccc(-c4cc5c(NCc6ccccc6Cl)ncnc5[nH]4)cc3)CC2)c1,5.721848964691162,background
CHEMBL5832939,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCC#Cc2cccc3c2C(=O)N([C@@H](C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)c1,5.406380653381348,background
CHEMBL5860671,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCCOCCOCCN2CCN(Cc3ccc(-c4cc5c(NCc6ccccc6Cl)ncnc5[nH]4)cc3)CC2)c1,5.405114650726318,background
CHEMBL5798503,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCc2ccc(OC3CCN(c4nccc(Nc5cc6c(cn5)nc(C)n6C(C)C)n4)CC3)cc2)C(C)(C)C)cc1,4.853871822357178,background
CHEMBL116012,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,4.986320495605469,background
CHEMBL473141,CCOc1cc2nccc(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,4.986320495605469,background
CHEMBL5960969,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOC2CCN(c3nccc(Nc4cc5c(cn4)nc(C)n5C(C)C)n3)CC2)C(C)(C)C)cc1,4.853871822357178,background
CHEMBL4292715,Cc1oc2ncnc(Nc3cccc(Cl)c3)c2c1C(=O)NCCO,5.568636417388916,background
CHEMBL3397275,Clc1cc(Nc2ncnc3ccc(NC4=NC[C@H](COc5ccccc5)O4)cc23)ccc1OCc1nccs1,5.917214393615723,background
CHEMBL2029694,CCOc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCC(=O)NCC(=O)O)n2)cc1,5.07572078704834,background
CHEMBL5781511,CCOc1ccc(C(=O)N[C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(C(=N)N5CCCC5)cc4)n3)C2)cc1,5.259637355804443,background
CHEMBL2385986,CCOc1ccc(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.92081880569458,background
CHEMBL5946888,CCOc1ccc(C(=O)N[C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(C5=NCCN5C)cc4)n3)C2)cc1,5.259637355804443,background
CHEMBL4638857,Clc1nc2ccccc2c2nnc(/N=C/C=C/c3ccccc3)n12,5.121478080749512,background
CHEMBL49596,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,5.251811981201172,background
CHEMBL2029695,Cn1c(NCc2cccc(C(F)(F)F)c2)cc(=O)n(C)c1=O,4.07623815536499,background
CHEMBL158805,Cn1c(SSc2c(C(=O)NCc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)NCc2ccc(C(=O)O)cc2)c2ccccc21,5.275723934173584,background
CHEMBL158275,Cn1c(SSc2c(C(=O)NCc3ccccc3)c3ccccc3n2C)c(C(=O)NCc2ccccc2)c2ccccc21,5.7695512771606445,background
CHEMBL293251,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21,4.9430952072143555,background
CHEMBL291979,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,4.266802787780762,background
CHEMBL293250,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21,4.392544746398926,background
CHEMBL293913,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,4.3565473556518555,background
CHEMBL304414,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,4.981286525726318,background
CHEMBL345862,Cn1c(SSc2c(C(=O)Nc3ccccc3C(=O)O)c3ccccc3n2C)c(C(=O)Nc2ccccc2C(=O)O)c2ccccc21,4.327902317047119,background
CHEMBL160935,Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,5.113509178161621,background
CHEMBL4455321,Cn1cc(NC(=O)c2cccc(NS(=O)(=O)c3ccc(Cl)cc3)c2)cn1,4.516412734985352,background
CHEMBL4552065,Cn1cc(NC(=O)c2cccc(NS(=O)(=O)c3ccccc3)c2)cn1,4.464959144592285,background
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.979303359985352,positive
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,7.522878646850586,positive
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,7.638272285461426,positive
CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.966576099395752,positive
